sample_id,drone_type,distance_m,true_distance_m,image_path,label_path,image_width,image_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,weather,time_of_day,bbox_only__inner50_median__object_depth,bbox_width_px,bbox_height_px,bbox_width_norm,bbox_height_norm,bbox_area_ratio,bbox_aspect_ratio,bbox_center_x_norm,bbox_center_y_norm
Kongsberg::IMG_0112_JPG.rf.4cbc5ffc71e0ed51264f62d34bfa3501.jpg,Kongsberg,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0112_JPG.rf.4cbc5ffc71e0ed51264f62d34bfa3501.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\labels\IMG_0112_JPG.rf.4cbc5ffc71e0ed51264f62d34bfa3501.txt,1920,1080,825,425,862,438,unknown,unknown,2.7584078312,37.0,13.0,0.0192708333,0.012037037,0.0002319637,2.8461538462,0.4393229167,0.399537037
Kongsberg::IMG_0113_JPG.rf.4cec5f776ae570d12766bb9256b17978.jpg,Kongsberg,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0113_JPG.rf.4cec5f776ae570d12766bb9256b17978.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\labels\IMG_0113_JPG.rf.4cec5f776ae570d12766bb9256b17978.txt,1920,1080,822,426,857,438,unknown,unknown,1.8861078024,35.0,12.0,0.0182291667,0.0111111111,0.0002025463,2.9166666667,0.4372395833,0.4
Kongsberg::IMG_0114_JPG.rf.c25bf8d8413ca87764096f0fe8d475a6.jpg,Kongsberg,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0114_JPG.rf.c25bf8d8413ca87764096f0fe8d475a6.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\labels\IMG_0114_JPG.rf.c25bf8d8413ca87764096f0fe8d475a6.txt,1920,1080,822,425,852,438,unknown,unknown,2.4466910362,30.0,13.0,0.015625,0.012037037,0.0001880787,2.3076923077,0.4359375,0.399537037
Kongsberg::IMG_0115_JPG.rf.bbeaa08f235c20fee7008b6c660862be.jpg,Kongsberg,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0115_JPG.rf.bbeaa08f235c20fee7008b6c660862be.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\labels\IMG_0115_JPG.rf.bbeaa08f235c20fee7008b6c660862be.txt,1920,1080,822,424,853,437,unknown,unknown,2.280769825,31.0,13.0,0.0161458333,0.012037037,0.000194348,2.3846153846,0.4361979167,0.3986111111
Kongsberg::IMG_0116_JPG.rf.bd9d898b09be252c207d750aa8d52c1b.jpg,Kongsberg,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0116_JPG.rf.bd9d898b09be252c207d750aa8d52c1b.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\labels\IMG_0116_JPG.rf.bd9d898b09be252c207d750aa8d52c1b.txt,1920,1080,823,422,852,435,unknown,unknown,2.7096276283,29.0,13.0,0.0151041667,0.012037037,0.0001818094,2.2307692308,0.4361979167,0.3967592593
Kongsberg::IMG_0117_JPG.rf.7062c02f6aac529cba97d222dabad738.jpg,Kongsberg,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0117_JPG.rf.7062c02f6aac529cba97d222dabad738.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\labels\IMG_0117_JPG.rf.7062c02f6aac529cba97d222dabad738.txt,1920,1080,828,426,863,438,unknown,unknown,2.7282600403,35.0,12.0,0.0182291667,0.0111111111,0.0002025463,2.9166666667,0.4403645833,0.4
Kongsberg::IMG_0118_JPG.rf.aee79fac7ed6ae7a94f493563d3c0699.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0118_JPG.rf.aee79fac7ed6ae7a94f493563d3c0699.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0118_JPG.rf.aee79fac7ed6ae7a94f493563d3c0699.txt,1920,1080,818,445,850,457,unknown,unknown,1.8803958893,32.0,12.0,0.0166666667,0.0111111111,0.0001851852,2.6666666667,0.434375,0.4175925926
Kongsberg::IMG_0119_JPG.rf.c71a3b61e1c0b33b7665a1a7a8f4163d.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0119_JPG.rf.c71a3b61e1c0b33b7665a1a7a8f4163d.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0119_JPG.rf.c71a3b61e1c0b33b7665a1a7a8f4163d.txt,1920,1080,821,444,849,455,unknown,unknown,1.6932733059,28.0,11.0,0.0145833333,0.0101851852,0.000148534,2.5454545455,0.4348958333,0.4162037037
Kongsberg::IMG_0120_JPG.rf.906190994e5f08727938b0e15b8677ae.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0120_JPG.rf.906190994e5f08727938b0e15b8677ae.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0120_JPG.rf.906190994e5f08727938b0e15b8677ae.txt,1920,1080,821,442,852,454,unknown,unknown,1.950668335,31.0,12.0,0.0161458333,0.0111111111,0.0001793981,2.5833333333,0.4356770833,0.4148148148
Kongsberg::IMG_0121_JPG.rf.7feec2f96f52c9f7a7e5f3476f6501ff.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0121_JPG.rf.7feec2f96f52c9f7a7e5f3476f6501ff.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0121_JPG.rf.7feec2f96f52c9f7a7e5f3476f6501ff.txt,1920,1080,821,443,851,455,unknown,unknown,0.8430767059,30.0,12.0,0.015625,0.0111111111,0.0001736111,2.5,0.4354166667,0.4157407407
Kongsberg::IMG_0122_JPG.rf.b9ca4b54c4d9e161158b246b6388ca85.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0122_JPG.rf.b9ca4b54c4d9e161158b246b6388ca85.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0122_JPG.rf.b9ca4b54c4d9e161158b246b6388ca85.txt,1920,1080,829,443,853,453,unknown,unknown,2.3035476208,24.0,10.0,0.0125,0.0092592593,0.0001157407,2.4,0.4380208333,0.4148148148
Kongsberg::IMG_0123_JPG.rf.35cf456e5371594f6be34155a7a40c3f.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0123_JPG.rf.35cf456e5371594f6be34155a7a40c3f.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0123_JPG.rf.35cf456e5371594f6be34155a7a40c3f.txt,1920,1080,819,443,848,454,unknown,unknown,2.0877034664,29.0,11.0,0.0151041667,0.0101851852,0.0001538387,2.6363636364,0.4341145833,0.4152777778
Kongsberg::IMG_0124_JPG.rf.bc8c3cdd6285a2d614f4a1e451bc1f0d.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0124_JPG.rf.bc8c3cdd6285a2d614f4a1e451bc1f0d.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0124_JPG.rf.bc8c3cdd6285a2d614f4a1e451bc1f0d.txt,1920,1080,820,444,847,455,unknown,unknown,2.233361721,27.0,11.0,0.0140625,0.0101851852,0.0001432292,2.4545454545,0.4341145833,0.4162037037
Kongsberg::IMG_0125_JPG.rf.59fa58c09e52fdc007c140654c9b65c1.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0125_JPG.rf.59fa58c09e52fdc007c140654c9b65c1.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0125_JPG.rf.59fa58c09e52fdc007c140654c9b65c1.txt,1920,1080,818,443,847,453,unknown,unknown,2.107922554,29.0,10.0,0.0151041667,0.0092592593,0.0001398534,2.9,0.43359375,0.4148148148
Kongsberg::IMG_0126_JPG.rf.87a566a5afa6ca6a2912d3801a6a2d57.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0126_JPG.rf.87a566a5afa6ca6a2912d3801a6a2d57.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0126_JPG.rf.87a566a5afa6ca6a2912d3801a6a2d57.txt,1920,1080,816,443,843,453,unknown,unknown,1.9835495949,27.0,10.0,0.0140625,0.0092592593,0.0001302083,2.7,0.43203125,0.4148148148
Kongsberg::IMG_0127_JPG.rf.ce5e03cd0129df003c22f135dcd28403.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0127_JPG.rf.ce5e03cd0129df003c22f135dcd28403.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0127_JPG.rf.ce5e03cd0129df003c22f135dcd28403.txt,1920,1080,817,445,847,455,unknown,unknown,1.8137743473,30.0,10.0,0.015625,0.0092592593,0.0001446759,3.0,0.4333333333,0.4166666667
Kongsberg::IMG_0128_JPG.rf.d2b0762197354c484ab0b8e557d22ad2.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0128_JPG.rf.d2b0762197354c484ab0b8e557d22ad2.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0128_JPG.rf.d2b0762197354c484ab0b8e557d22ad2.txt,1920,1080,819,443,847,455,unknown,unknown,2.7435081005,28.0,12.0,0.0145833333,0.0111111111,0.000162037,2.3333333333,0.4338541667,0.4157407407
Kongsberg::IMG_0129_JPG.rf.3209cbcedc70f95b44880bfd41c9d3b7.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0129_JPG.rf.3209cbcedc70f95b44880bfd41c9d3b7.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0129_JPG.rf.3209cbcedc70f95b44880bfd41c9d3b7.txt,1920,1080,817,443,847,454,unknown,unknown,2.0561308861,30.0,11.0,0.015625,0.0101851852,0.0001591435,2.7272727273,0.4333333333,0.4152777778
Kongsberg::IMG_0130_JPG.rf.a6047ea965280ae3a3d5fbd68133f55a.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0130_JPG.rf.a6047ea965280ae3a3d5fbd68133f55a.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0130_JPG.rf.a6047ea965280ae3a3d5fbd68133f55a.txt,1920,1080,817,443,846,453,unknown,unknown,1.966160059,29.0,10.0,0.0151041667,0.0092592593,0.0001398534,2.9,0.4330729167,0.4148148148
Kongsberg::IMG_0131_JPG.rf.ecb6a11919bd13e3c9c86d8ea518bdb3.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0131_JPG.rf.ecb6a11919bd13e3c9c86d8ea518bdb3.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0131_JPG.rf.ecb6a11919bd13e3c9c86d8ea518bdb3.txt,1920,1080,819,442,847,453,unknown,unknown,2.2392916679,28.0,11.0,0.0145833333,0.0101851852,0.000148534,2.5454545455,0.4338541667,0.4143518519
Kongsberg::IMG_0132_JPG.rf.77c0d689e3452015fe77d54a92384549.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0132_JPG.rf.77c0d689e3452015fe77d54a92384549.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0132_JPG.rf.77c0d689e3452015fe77d54a92384549.txt,1920,1080,820,443,851,454,unknown,unknown,2.2047827244,31.0,11.0,0.0161458333,0.0101851852,0.0001644483,2.8181818182,0.43515625,0.4152777778
Kongsberg::IMG_0133_JPG.rf.9d7535deecf925a0879f5e42458195a6.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0133_JPG.rf.9d7535deecf925a0879f5e42458195a6.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0133_JPG.rf.9d7535deecf925a0879f5e42458195a6.txt,1920,1080,825,443,853,453,unknown,unknown,1.8883434534,28.0,10.0,0.0145833333,0.0092592593,0.0001350309,2.8,0.4369791667,0.4148148148
Kongsberg::IMG_0134_JPG.rf.69396bfca175f3d630b2de7375aca544.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0134_JPG.rf.69396bfca175f3d630b2de7375aca544.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0134_JPG.rf.69396bfca175f3d630b2de7375aca544.txt,1920,1080,685,435,713,445,unknown,unknown,2.572511673,28.0,10.0,0.0145833333,0.0092592593,0.0001350309,2.8,0.3640625,0.4074074074
Kongsberg::IMG_0135_JPG.rf.36ff40e91a42c842dc54b416b574328f.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0135_JPG.rf.36ff40e91a42c842dc54b416b574328f.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0135_JPG.rf.36ff40e91a42c842dc54b416b574328f.txt,1920,1080,715,436,740,445,unknown,unknown,3.1294283867,25.0,9.0,0.0130208333,0.0083333333,0.0001085069,2.7777777778,0.37890625,0.4078703704
Kongsberg::IMG_0136_JPG.rf.26ca001c196cc04014a257a419964072.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0136_JPG.rf.26ca001c196cc04014a257a419964072.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0136_JPG.rf.26ca001c196cc04014a257a419964072.txt,1920,1080,723,435,748,445,unknown,unknown,2.1818387508,25.0,10.0,0.0130208333,0.0092592593,0.0001205633,2.5,0.3830729167,0.4074074074
Kongsberg::IMG_0137_JPG.rf.99c22acb19af79d646fcd5a0921ba8a8.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0137_JPG.rf.99c22acb19af79d646fcd5a0921ba8a8.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0137_JPG.rf.99c22acb19af79d646fcd5a0921ba8a8.txt,1920,1080,722,435,747,446,unknown,unknown,3.0694797039,25.0,11.0,0.0130208333,0.0101851852,0.0001326196,2.2727272727,0.3825520833,0.4078703704
Kongsberg::IMG_0138_JPG.rf.bb685c839d0d4725402917a83cdc7137.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0138_JPG.rf.bb685c839d0d4725402917a83cdc7137.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0138_JPG.rf.bb685c839d0d4725402917a83cdc7137.txt,1920,1080,723,436,749,445,unknown,unknown,2.0614368916,26.0,9.0,0.0135416667,0.0083333333,0.0001128472,2.8888888889,0.3833333333,0.4078703704
Kongsberg::IMG_0139_JPG.rf.76a57781d2ac12e54b6dfd3f20527ff3.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0139_JPG.rf.76a57781d2ac12e54b6dfd3f20527ff3.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0139_JPG.rf.76a57781d2ac12e54b6dfd3f20527ff3.txt,1920,1080,726,435,749,445,unknown,unknown,3.0619492531,23.0,10.0,0.0119791667,0.0092592593,0.0001109182,2.3,0.3841145833,0.4074074074
Kongsberg::IMG_0140_JPG.rf.1cf056c4b1dca7be20df4e0bc0823a1d.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0140_JPG.rf.1cf056c4b1dca7be20df4e0bc0823a1d.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0140_JPG.rf.1cf056c4b1dca7be20df4e0bc0823a1d.txt,1920,1080,725,435,748,445,unknown,unknown,2.0844576359,23.0,10.0,0.0119791667,0.0092592593,0.0001109182,2.3,0.38359375,0.4074074074
Kongsberg::IMG_0141_JPG.rf.95f8358a237bf7eeaf3031fa5e1c1c14.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0141_JPG.rf.95f8358a237bf7eeaf3031fa5e1c1c14.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0141_JPG.rf.95f8358a237bf7eeaf3031fa5e1c1c14.txt,1920,1080,726,436,749,445,unknown,unknown,2.1051614285,23.0,9.0,0.0119791667,0.0083333333,9.98264e-05,2.5555555556,0.3841145833,0.4078703704
Kongsberg::IMG_0142_JPG.rf.6b9dce550394996a92e1d5d768c62fd5.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0142_JPG.rf.6b9dce550394996a92e1d5d768c62fd5.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0142_JPG.rf.6b9dce550394996a92e1d5d768c62fd5.txt,1920,1080,723,437,747,447,unknown,unknown,2.278865099,24.0,10.0,0.0125,0.0092592593,0.0001157407,2.4,0.3828125,0.4092592593
Kongsberg::IMG_0143_JPG.rf.7f4e2054c0f93db02366b8ab91ef0e96.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0143_JPG.rf.7f4e2054c0f93db02366b8ab91ef0e96.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0143_JPG.rf.7f4e2054c0f93db02366b8ab91ef0e96.txt,1920,1080,721,438,748,448,unknown,unknown,2.5966992378,27.0,10.0,0.0140625,0.0092592593,0.0001302083,2.7,0.3825520833,0.4101851852
Kongsberg::IMG_0144_JPG.rf.52dd3cf116ee3d4267079995412f53db.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0144_JPG.rf.52dd3cf116ee3d4267079995412f53db.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0144_JPG.rf.52dd3cf116ee3d4267079995412f53db.txt,1920,1080,725,437,747,448,unknown,unknown,2.561984539,22.0,11.0,0.0114583333,0.0101851852,0.0001167052,2.0,0.3833333333,0.4097222222
Kongsberg::IMG_0145_JPG.rf.5c160666bdb582befed1ebff1e2cc5af.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0145_JPG.rf.5c160666bdb582befed1ebff1e2cc5af.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0145_JPG.rf.5c160666bdb582befed1ebff1e2cc5af.txt,1920,1080,725,439,750,449,unknown,unknown,2.3688879013,25.0,10.0,0.0130208333,0.0092592593,0.0001205633,2.5,0.3841145833,0.4111111111
