"category","file","source","notes"
"source_data","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\source_data\attempt8_real_before_after_by_drone_type.csv","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\reports\before_after_by_drone_type.csv","CSV/JSON/MD source used for generated charts"
"source_data","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\source_data\attempt8_real_raw_uncalibrated_metrics.json","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\reports\raw_uncalibrated_metrics.json","CSV/JSON/MD source used for generated charts"
"source_data","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\source_data\attempt8_real_final_calibrated_metrics.json","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\reports\final_calibrated_metrics.json","CSV/JSON/MD source used for generated charts"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_test_mae_by_model.png","attempt9 model_metrics.csv","Held-Out Test MAE by Model"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_test_rmse_by_model.png","attempt9 model_metrics.csv","Held-Out Test RMSE by Model"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_test_r2_by_model.png","attempt9 model_metrics.csv","Held-Out Test R2 by Model"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_test_within10_by_model.png","attempt9 model_metrics.csv","Test Predictions Within 10 m by Model"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_distance_band_mae_by_model.png","attempt9 metrics/predictions","Synthetic Distance-Band MAE by Model"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_distance_band_rmse_by_model.png","attempt9 metrics/predictions","Synthetic Distance-Band RMSE by Model"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_distance_band_r2_by_model.png","attempt9 metrics/predictions","Synthetic Distance-Band R2 by Model"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_distance_band_within_10m_rate_by_model.png","attempt9 metrics/predictions","Synthetic Distance-Band Within 10 m by Model"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_final_ensemble_mae_by_true_distance.png","attempt9/attempt8 CSV data","Final Ensemble MAE by True Distance"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_final_ensemble_rmse_by_true_distance.png","attempt9/attempt8 CSV data","Final Ensemble RMSE by True Distance"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_final_ensemble_within10_by_true_distance.png","attempt9/attempt8 CSV data","Final Ensemble Within-10-m Rate by True Distance"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_final_ensemble_mean_prediction_by_true_distance.png","attempt9/attempt8 CSV data","Mean Predicted Distance vs. True Distance"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_weather_time_mae.png","attempt9 metrics/predictions","Weather-Time MAE for Final Ensemble"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_weather_time_rmse.png","attempt9 metrics/predictions","Weather-Time RMSE for Final Ensemble"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_weather_time_r2.png","attempt9 metrics/predictions","Weather-Time R2 for Final Ensemble"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_weather_time_within10.png","attempt9 metrics/predictions","Weather-Time Within 10 m for Final Ensemble"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_weather_mae_rmse.png","attempt9 predictions.csv","Final Ensemble Error by Weather Condition"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\synthetic_time_of_day_mae_rmse.png","attempt9 predictions.csv","Final Ensemble Error by Time of Day"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\real_calibration_mae_before_after_by_distance.png","attempt9/attempt8 CSV data","Real-World MAE Before and After Calibration"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\real_calibration_within10_before_after_by_distance.png","attempt9/attempt8 CSV data","Real-World Within-10-m Rate Before and After Calibration"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\real_calibration_mae_by_drone_subset.png","attempt9 metrics/predictions","Real-World MAE by Drone Subset Before/After Calibration"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\real_calibration_overall_mae.png","attempt9 model_metrics.csv","Real-World Overall MAE Before/After Calibration"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\real_calibration_overall_rmse.png","attempt9 model_metrics.csv","Real-World Overall RMSE Before/After Calibration"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\real_calibration_overall_r2.png","attempt9 model_metrics.csv","Real-World Overall R2 Before/After Calibration"
"generated_summary_charts","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\generated_summary_charts\real_calibration_overall_within10.png","attempt9 model_metrics.csv","Real-World Overall Within-10-m Rate Before/After Calibration"
"documentation","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\README.md","generated","Package description"
