sample_id,drone_type,distance_m,true_distance_m,image_path,label_path,weather,time_of_day,bbox_width_px__jitter_median,bbox_width_px__jitter_std,bbox_height_px__jitter_median,bbox_height_px__jitter_std,bbox_width_norm__jitter_median,bbox_width_norm__jitter_std,bbox_height_norm__jitter_median,bbox_height_norm__jitter_std,bbox_area_ratio__jitter_median,bbox_area_ratio__jitter_std,bbox_aspect_ratio__jitter_median,bbox_aspect_ratio__jitter_std,bbox_center_x_norm__jitter_median,bbox_center_x_norm__jitter_std,bbox_center_y_norm__jitter_median,bbox_center_y_norm__jitter_std,bbox_only__inner50_median__object_depth__jitter_median,weather=clear_sky,weather=light_rain,time_of_day=10AM,time_of_day=8PM
Kongsberg::IMG_0126_JPG.rf.87a566a5afa6ca6a2912d3801a6a2d57.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0126_JPG.rf.87a566a5afa6ca6a2912d3801a6a2d57.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0126_JPG.rf.87a566a5afa6ca6a2912d3801a6a2d57.txt,unknown,unknown,27.0,1.06904497,10.0,0.0,0.0140625,0.00055679,0.00925926,0.0,0.00013021,5.16e-06,2.7,0.1069045,0.43203125,0.00055679,0.41481481,0.00049493,2.00901937,0.0,0.0,0.0,0.0
Kongsberg::IMG_0127_JPG.rf.ce5e03cd0129df003c22f135dcd28403.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0127_JPG.rf.ce5e03cd0129df003c22f135dcd28403.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0127_JPG.rf.ce5e03cd0129df003c22f135dcd28403.txt,unknown,unknown,30.0,1.06904497,10.0,0.0,0.015625,0.00055679,0.00925926,0.0,0.00014468,5.16e-06,3.0,0.1069045,0.43333333,0.00055679,0.41666667,0.00049493,1.81377435,0.0,0.0,0.0,0.0
Kongsberg::IMG_0128_JPG.rf.d2b0762197354c484ab0b8e557d22ad2.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0128_JPG.rf.d2b0762197354c484ab0b8e557d22ad2.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0128_JPG.rf.d2b0762197354c484ab0b8e557d22ad2.txt,unknown,unknown,28.0,1.06904497,12.0,0.0,0.01458333,0.00055679,0.01111111,0.0,0.00016204,6.19e-06,2.33333333,0.08908708,0.43385417,0.00055679,0.41574074,0.00049493,2.61211205,0.0,0.0,0.0,0.0
Kongsberg::IMG_0129_JPG.rf.3209cbcedc70f95b44880bfd41c9d3b7.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0129_JPG.rf.3209cbcedc70f95b44880bfd41c9d3b7.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0129_JPG.rf.3209cbcedc70f95b44880bfd41c9d3b7.txt,unknown,unknown,30.0,1.06904497,11.0,0.0,0.015625,0.00055679,0.01018519,0.0,0.00015914,5.67e-06,2.72727273,0.09718591,0.43333333,0.00055679,0.41527778,0.00049493,2.05613089,0.0,0.0,0.0,0.0
Kongsberg::IMG_0130_JPG.rf.a6047ea965280ae3a3d5fbd68133f55a.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0130_JPG.rf.a6047ea965280ae3a3d5fbd68133f55a.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0130_JPG.rf.a6047ea965280ae3a3d5fbd68133f55a.txt,unknown,unknown,29.0,1.06904497,10.0,0.0,0.01510417,0.00055679,0.00925926,0.0,0.00013985,5.16e-06,2.9,0.1069045,0.43307292,0.00055679,0.41481481,0.00049493,1.89071941,0.0,0.0,0.0,0.0
Kongsberg::IMG_0131_JPG.rf.ecb6a11919bd13e3c9c86d8ea518bdb3.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0131_JPG.rf.ecb6a11919bd13e3c9c86d8ea518bdb3.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0131_JPG.rf.ecb6a11919bd13e3c9c86d8ea518bdb3.txt,unknown,unknown,28.0,1.06904497,11.0,0.0,0.01458333,0.00055679,0.01018519,0.0,0.00014853,5.67e-06,2.54545455,0.09718591,0.43385417,0.00055679,0.41435185,0.00049493,2.1102972,0.0,0.0,0.0,0.0
Kongsberg::IMG_0132_JPG.rf.77c0d689e3452015fe77d54a92384549.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0132_JPG.rf.77c0d689e3452015fe77d54a92384549.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0132_JPG.rf.77c0d689e3452015fe77d54a92384549.txt,unknown,unknown,31.0,1.06904497,11.0,0.0,0.01614583,0.00055679,0.01018519,0.0,0.00016445,5.67e-06,2.81818182,0.09718591,0.43515625,0.00055679,0.41527778,0.00049493,2.20478272,0.0,0.0,0.0,0.0
Kongsberg::IMG_0133_JPG.rf.9d7535deecf925a0879f5e42458195a6.jpg,Kongsberg,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\images\IMG_0133_JPG.rf.9d7535deecf925a0879f5e42458195a6.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_25m\labels\IMG_0133_JPG.rf.9d7535deecf925a0879f5e42458195a6.txt,unknown,unknown,28.0,1.06904497,10.0,0.0,0.01458333,0.00055679,0.00925926,0.0,0.00013503,5.16e-06,2.8,0.1069045,0.43697917,0.00055679,0.41481481,0.00049493,1.96456122,0.0,0.0,0.0,0.0
Kongsberg::IMG_0134_JPG.rf.69396bfca175f3d630b2de7375aca544.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0134_JPG.rf.69396bfca175f3d630b2de7375aca544.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0134_JPG.rf.69396bfca175f3d630b2de7375aca544.txt,unknown,unknown,28.0,1.06904497,10.0,0.0,0.01458333,0.00055679,0.00925926,0.0,0.00013503,5.16e-06,2.8,0.1069045,0.3640625,0.00055679,0.40740741,0.00049493,2.57251167,0.0,0.0,0.0,0.0
Kongsberg::IMG_0135_JPG.rf.36ff40e91a42c842dc54b416b574328f.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0135_JPG.rf.36ff40e91a42c842dc54b416b574328f.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0135_JPG.rf.36ff40e91a42c842dc54b416b574328f.txt,unknown,unknown,25.0,1.06904497,9.0,0.0,0.01302083,0.00055679,0.00833333,0.0,0.00010851,4.64e-06,2.77777778,0.11878277,0.37890625,0.00055679,0.40787037,0.00049493,3.08891058,0.0,0.0,0.0,0.0
Kongsberg::IMG_0136_JPG.rf.26ca001c196cc04014a257a419964072.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0136_JPG.rf.26ca001c196cc04014a257a419964072.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0136_JPG.rf.26ca001c196cc04014a257a419964072.txt,unknown,unknown,25.0,1.06904497,10.0,0.0,0.01302083,0.00055679,0.00925926,0.0,0.00012056,5.16e-06,2.5,0.1069045,0.38307292,0.00055679,0.40740741,0.00049493,2.25494194,0.0,0.0,0.0,0.0
Kongsberg::IMG_0137_JPG.rf.99c22acb19af79d646fcd5a0921ba8a8.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0137_JPG.rf.99c22acb19af79d646fcd5a0921ba8a8.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0137_JPG.rf.99c22acb19af79d646fcd5a0921ba8a8.txt,unknown,unknown,25.0,1.06904497,11.0,0.0,0.01302083,0.00055679,0.01018519,0.0,0.00013262,5.67e-06,2.27272727,0.09718591,0.38255208,0.00055679,0.40787037,0.00049493,2.97221947,0.0,0.0,0.0,0.0
Kongsberg::IMG_0138_JPG.rf.bb685c839d0d4725402917a83cdc7137.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0138_JPG.rf.bb685c839d0d4725402917a83cdc7137.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0138_JPG.rf.bb685c839d0d4725402917a83cdc7137.txt,unknown,unknown,26.0,1.06904497,9.0,0.0,0.01354167,0.00055679,0.00833333,0.0,0.00011285,4.64e-06,2.88888889,0.11878277,0.38333333,0.00055679,0.40787037,0.00049493,2.06143689,0.0,0.0,0.0,0.0
Kongsberg::IMG_0139_JPG.rf.76a57781d2ac12e54b6dfd3f20527ff3.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0139_JPG.rf.76a57781d2ac12e54b6dfd3f20527ff3.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0139_JPG.rf.76a57781d2ac12e54b6dfd3f20527ff3.txt,unknown,unknown,23.0,1.06904497,10.0,0.0,0.01197917,0.00055679,0.00925926,0.0,0.00011092,5.16e-06,2.3,0.1069045,0.38411458,0.00055679,0.40740741,0.00049493,2.66983843,0.0,0.0,0.0,0.0
Kongsberg::IMG_0140_JPG.rf.1cf056c4b1dca7be20df4e0bc0823a1d.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0140_JPG.rf.1cf056c4b1dca7be20df4e0bc0823a1d.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0140_JPG.rf.1cf056c4b1dca7be20df4e0bc0823a1d.txt,unknown,unknown,23.0,1.06904497,10.0,0.0,0.01197917,0.00055679,0.00925926,0.0,0.00011092,5.16e-06,2.3,0.1069045,0.38359375,0.00055679,0.40740741,0.00049493,2.1293745,0.0,0.0,0.0,0.0
Kongsberg::IMG_0141_JPG.rf.95f8358a237bf7eeaf3031fa5e1c1c14.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0141_JPG.rf.95f8358a237bf7eeaf3031fa5e1c1c14.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0141_JPG.rf.95f8358a237bf7eeaf3031fa5e1c1c14.txt,unknown,unknown,23.0,1.06904497,9.0,0.0,0.01197917,0.00055679,0.00833333,0.0,9.983e-05,4.64e-06,2.55555556,0.11878277,0.38411458,0.00055679,0.40787037,0.00049493,2.13859773,0.0,0.0,0.0,0.0
Kongsberg::IMG_0142_JPG.rf.6b9dce550394996a92e1d5d768c62fd5.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0142_JPG.rf.6b9dce550394996a92e1d5d768c62fd5.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0142_JPG.rf.6b9dce550394996a92e1d5d768c62fd5.txt,unknown,unknown,24.0,1.06904497,10.0,0.0,0.0125,0.00055679,0.00925926,0.0,0.00011574,5.16e-06,2.4,0.1069045,0.3828125,0.00055679,0.40925926,0.00049493,2.00683022,0.0,0.0,0.0,0.0
Kongsberg::IMG_0143_JPG.rf.7f4e2054c0f93db02366b8ab91ef0e96.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0143_JPG.rf.7f4e2054c0f93db02366b8ab91ef0e96.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0143_JPG.rf.7f4e2054c0f93db02366b8ab91ef0e96.txt,unknown,unknown,27.0,1.06904497,10.0,0.0,0.0140625,0.00055679,0.00925926,0.0,0.00013021,5.16e-06,2.7,0.1069045,0.38255208,0.00055679,0.41018519,0.00049493,2.31557894,0.0,0.0,0.0,0.0
Kongsberg::IMG_0144_JPG.rf.52dd3cf116ee3d4267079995412f53db.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0144_JPG.rf.52dd3cf116ee3d4267079995412f53db.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0144_JPG.rf.52dd3cf116ee3d4267079995412f53db.txt,unknown,unknown,22.0,1.06904497,11.0,0.0,0.01145833,0.00055679,0.01018519,0.0,0.00011671,5.67e-06,2.0,0.09718591,0.38333333,0.00055679,0.40972222,0.00049493,2.55957961,0.0,0.0,0.0,0.0
Kongsberg::IMG_0145_JPG.rf.5c160666bdb582befed1ebff1e2cc5af.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0145_JPG.rf.5c160666bdb582befed1ebff1e2cc5af.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0145_JPG.rf.5c160666bdb582befed1ebff1e2cc5af.txt,unknown,unknown,25.0,1.06904497,10.0,0.0,0.01302083,0.00055679,0.00925926,0.0,0.00012056,5.16e-06,2.5,0.1069045,0.38411458,0.00055679,0.41111111,0.00049493,2.299757,0.0,0.0,0.0,0.0
Kongsberg::IMG_0146_JPG.rf.48913bc4e92125f7b577f27b2145ebac.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0146_JPG.rf.48913bc4e92125f7b577f27b2145ebac.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0146_JPG.rf.48913bc4e92125f7b577f27b2145ebac.txt,unknown,unknown,26.0,1.06904497,10.0,0.0,0.01354167,0.00055679,0.00925926,0.0,0.00012539,5.16e-06,2.6,0.1069045,0.38229167,0.00055679,0.41203704,0.00049493,2.43766832,0.0,0.0,0.0,0.0
Kongsberg::IMG_0147_JPG.rf.e5f0059fa526705f5690a8bce003e245.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0147_JPG.rf.e5f0059fa526705f5690a8bce003e245.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0147_JPG.rf.e5f0059fa526705f5690a8bce003e245.txt,unknown,unknown,19.0,1.06904497,9.0,0.0,0.00989583,0.00055679,0.00833333,0.0,8.247e-05,4.64e-06,2.11111111,0.11878277,0.38151042,0.00055679,0.41157407,0.00049493,2.16413927,0.0,0.0,0.0,0.0
Kongsberg::IMG_0148_JPG.rf.46e25afcb6588e5502bcace3e54c5f99.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0148_JPG.rf.46e25afcb6588e5502bcace3e54c5f99.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0148_JPG.rf.46e25afcb6588e5502bcace3e54c5f99.txt,unknown,unknown,20.0,1.06904497,10.0,0.0,0.01041667,0.00055679,0.00925926,0.0,9.645e-05,5.16e-06,2.0,0.1069045,0.38177083,0.00055679,0.41203704,0.00049493,2.11525488,0.0,0.0,0.0,0.0
Kongsberg::IMG_0149_JPG.rf.4430f4b947e47fc7b3372bd355b279a4.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0149_JPG.rf.4430f4b947e47fc7b3372bd355b279a4.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0149_JPG.rf.4430f4b947e47fc7b3372bd355b279a4.txt,unknown,unknown,24.0,1.06904497,10.0,0.0,0.0125,0.00055679,0.00925926,0.0,0.00011574,5.16e-06,2.4,0.1069045,0.38177083,0.00055679,0.41111111,0.00049493,1.96356654,0.0,0.0,0.0,0.0
Kongsberg::IMG_0150_JPG.rf.09f162c6bf041fefab20358359429d9e.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0150_JPG.rf.09f162c6bf041fefab20358359429d9e.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0150_JPG.rf.09f162c6bf041fefab20358359429d9e.txt,unknown,unknown,23.0,1.06904497,9.0,0.0,0.01197917,0.00055679,0.00833333,0.0,9.983e-05,4.64e-06,2.55555556,0.11878277,0.38098958,0.00055679,0.41157407,0.00049493,2.21483016,0.0,0.0,0.0,0.0
Kongsberg::IMG_0151_JPG.rf.4854113728fdfa402c2672704c77fbfd.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0151_JPG.rf.4854113728fdfa402c2672704c77fbfd.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0151_JPG.rf.4854113728fdfa402c2672704c77fbfd.txt,unknown,unknown,22.0,1.06904497,10.0,0.0,0.01145833,0.00055679,0.00925926,0.0,0.0001061,5.16e-06,2.2,0.1069045,0.38125,0.00055679,0.41111111,0.00049493,2.6417191,0.0,0.0,0.0,0.0
Kongsberg::IMG_0152_JPG.rf.9212d14f205804bc7f6ca901a3c3efd4.jpg,Kongsberg,30.0,30.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\images\IMG_0152_JPG.rf.9212d14f205804bc7f6ca901a3c3efd4.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_30m\labels\IMG_0152_JPG.rf.9212d14f205804bc7f6ca901a3c3efd4.txt,unknown,unknown,24.0,1.06904497,9.0,0.0,0.0125,0.00055679,0.00833333,0.0,0.00010417,4.64e-06,2.66666667,0.11878277,0.38697917,0.00055679,0.4087963,0.00049493,2.71474266,0.0,0.0,0.0,0.0
Kongsberg::IMG_0153_JPG.rf.e401fea903062cef51654d2f8c30c0d4.jpg,Kongsberg,35.0,35.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_35m\images\IMG_0153_JPG.rf.e401fea903062cef51654d2f8c30c0d4.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_35m\labels\IMG_0153_JPG.rf.e401fea903062cef51654d2f8c30c0d4.txt,unknown,unknown,21.0,1.06904497,9.0,0.0,0.0109375,0.00055679,0.00833333,0.0,9.115e-05,4.64e-06,2.33333333,0.11878277,0.34765625,0.00055679,0.40601852,0.00049493,2.32739377,0.0,0.0,0.0,0.0
Kongsberg::IMG_0154_JPG.rf.fff72e73cdefbdf5aeab802ca0029801.jpg,Kongsberg,35.0,35.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_35m\images\IMG_0154_JPG.rf.fff72e73cdefbdf5aeab802ca0029801.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_35m\labels\IMG_0154_JPG.rf.fff72e73cdefbdf5aeab802ca0029801.txt,unknown,unknown,22.0,1.06904497,8.0,0.0,0.01145833,0.00055679,0.00740741,0.0,8.488e-05,4.12e-06,2.75,0.13363062,0.3484375,0.00055679,0.40555556,0.00049493,1.64863336,0.0,0.0,0.0,0.0
Kongsberg::IMG_0155_JPG.rf.e0e07bf635f3c884398cc8c6563ccdf7.jpg,Kongsberg,35.0,35.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_35m\images\IMG_0155_JPG.rf.e0e07bf635f3c884398cc8c6563ccdf7.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_35m\labels\IMG_0155_JPG.rf.e0e07bf635f3c884398cc8c6563ccdf7.txt,unknown,unknown,20.0,1.06904497,8.0,0.0,0.01041667,0.00055679,0.00740741,0.0,7.716e-05,4.12e-06,2.5,0.13363062,0.34791667,0.00055679,0.40462963,0.00049493,2.06447792,0.0,0.0,0.0,0.0
Kongsberg::IMG_0156_JPG.rf.99422a9b623b9b42070cb8180f490870.jpg,Kongsberg,35.0,35.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_35m\images\IMG_0156_JPG.rf.99422a9b623b9b42070cb8180f490870.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_35m\labels\IMG_0156_JPG.rf.99422a9b623b9b42070cb8180f490870.txt,unknown,unknown,18.0,1.06904497,9.0,0.0,0.009375,0.00055679,0.00833333,0.0,7.813e-05,4.64e-06,2.0,0.11878277,0.34791667,0.0002784,0.40509259,0.00049493,2.03679991,0.0,0.0,0.0,0.0
