image_path,label_path,true_distance_m,relative_depth,bbox_width_px,bbox_height_px,bbox_width_norm,bbox_height_norm,bbox_area_ratio,bbox_aspect_ratio,bbox_center_x_norm,bbox_center_y_norm,weather,time_of_day
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00669_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00669_depth_20_clear_sky_10AM.txt,20.0,5.29442596,97,71,0.03534985,0.04465409,0.00157852,1.36619718,0.57343294,0.73427673,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00670_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00670_depth_20_clear_sky_10AM.txt,20.0,4.51451254,97,90,0.03534985,0.05660377,0.00200094,1.07777778,0.51694606,0.38427673,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00671_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00671_depth_20_clear_sky_10AM.txt,20.0,0.65864885,108,92,0.0393586,0.05786164,0.00227735,1.17391304,0.38848397,0.65786164,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00672_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00672_depth_20_clear_sky_10AM.txt,20.0,0.86773527,89,78,0.0324344,0.0490566,0.00159112,1.14102564,0.43422012,0.75849057,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00673_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00673_depth_20_clear_sky_10AM.txt,20.0,2.7089076,92,82,0.0335277,0.05157233,0.0017291,1.12195122,0.45116618,0.23396226,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00674_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00674_depth_20_clear_sky_10AM.txt,20.0,7.26014471,75,83,0.02733236,0.05220126,0.00142678,0.90361446,0.49690233,0.66761006,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00675_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00675_depth_20_clear_sky_10AM.txt,20.0,4.40795708,82,81,0.02988338,0.0509434,0.00152236,1.01234568,0.56523324,0.66006289,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00676_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00676_depth_20_clear_sky_10AM.txt,20.0,9.66189861,106,41,0.03862974,0.02578616,0.00099611,2.58536585,0.46501458,0.71603774,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00677_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00677_depth_20_clear_sky_10AM.txt,20.0,2.35551238,101,54,0.03680758,0.03396226,0.00125007,1.87037037,0.38356414,0.41446541,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00678_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00678_depth_20_clear_sky_10AM.txt,20.0,4.99366808,97,45,0.03534985,0.02830189,0.00100047,2.15555556,0.6076895,0.47893082,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00679_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00679_depth_20_clear_sky_10AM.txt,20.0,2.23578334,103,103,0.03753644,0.06477987,0.00243161,1.0,0.46337464,0.77704403,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00680_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00680_depth_20_clear_sky_10AM.txt,20.0,2.06548309,102,90,0.03717201,0.05660377,0.00210408,1.13333333,0.51020408,0.24465409,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00681_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00681_depth_20_clear_sky_10AM.txt,20.0,3.61502123,104,35,0.03790087,0.02201258,0.0008343,2.97142857,0.71938776,0.51100629,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00682_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00682_depth_20_clear_sky_10AM.txt,20.0,1.50199437,122,89,0.04446064,0.05597484,0.00248868,1.37078652,0.32580175,0.82106918,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00683_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00683_depth_20_clear_sky_10AM.txt,20.0,1.92774487,95,58,0.03462099,0.03647799,0.0012629,1.63793103,0.52168367,0.58050314,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00684_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00684_depth_20_clear_sky_10AM.txt,20.0,12.40895462,92,60,0.0335277,0.03773585,0.0012652,1.53333333,0.54190962,0.27295597,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00685_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00685_depth_20_clear_sky_10AM.txt,20.0,4.60167217,133,39,0.04846939,0.0245283,0.00118887,3.41025641,0.7720481,0.24559748,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00201_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00201_depth_20_light_rain_10AM.txt,20.0,2.67144608,94,47,0.03425656,0.02955975,0.00101262,2.0,0.47084548,0.49213836,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00202_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00202_depth_20_light_rain_10AM.txt,20.0,1.36296868,74,71,0.02696793,0.04465409,0.00120423,1.04225352,0.61771137,0.58459119,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00203_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00203_depth_20_light_rain_10AM.txt,20.0,6.82051659,85,76,0.03097668,0.04779874,0.00148065,1.11842105,0.46701895,0.66163522,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00204_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00204_depth_20_light_rain_10AM.txt,20.0,4.64508009,106,32,0.03862974,0.02012579,0.00077745,3.3125,0.41034985,0.84528302,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00205_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00205_depth_20_light_rain_10AM.txt,20.0,3.75606394,98,76,0.03571429,0.04779874,0.0017071,1.28947368,0.3946793,0.46415094,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00206_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00206_depth_20_light_rain_10AM.txt,20.0,7.33178282,94,93,0.03425656,0.05849057,0.00200369,1.01075269,0.47412536,0.33742138,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00207_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00207_depth_20_light_rain_10AM.txt,20.0,7.04035378,88,80,0.03206997,0.05031447,0.00161358,1.1,0.61260933,0.66037736,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00208_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00208_depth_20_light_rain_10AM.txt,20.0,6.21405172,90,95,0.03279883,0.05974843,0.00195968,0.94736842,0.46938776,0.64559748,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00209_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00209_depth_20_light_rain_10AM.txt,20.0,4.87054253,110,63,0.04008746,0.03962264,0.00158837,1.74603175,0.6909621,0.34371069,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00210_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00210_depth_20_light_rain_10AM.txt,20.0,2.87362719,115,70,0.04190962,0.04402516,0.00184508,1.64285714,0.72357872,0.59496855,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00211_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00211_depth_20_light_rain_10AM.txt,20.0,2.06911039,94,85,0.03425656,0.05345912,0.00183133,1.10588235,0.46173469,0.52735849,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00212_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00212_depth_20_light_rain_10AM.txt,20.0,1.22894633,101,88,0.03680758,0.05534591,0.00203715,1.14772727,0.35696064,0.80880503,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00213_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00213_depth_20_light_rain_10AM.txt,20.0,2.55361605,73,83,0.0266035,0.05220126,0.00138874,0.87951807,0.45098397,0.59716981,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00214_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00214_depth_20_light_rain_10AM.txt,20.0,11.05235004,82,92,0.02988338,0.05786164,0.0017291,0.89130435,0.40925656,0.33459119,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00215_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00215_depth_20_light_rain_10AM.txt,20.0,2.73497009,87,40,0.03170554,0.02515723,0.00079762,2.175,0.33254373,0.4490566,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00216_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00216_depth_20_light_rain_10AM.txt,20.0,2.43063307,78,84,0.02842566,0.05283019,0.00150173,0.92857143,0.53534985,0.70691824,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00217_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00217_depth_20_light_rain_10AM.txt,20.0,5.25642586,111,34,0.0404519,0.02138365,0.00086501,3.26470588,0.28662536,0.45660377,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00218_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00218_depth_20_light_rain_10AM.txt,20.0,10.91385651,102,39,0.03717201,0.0245283,0.00091177,2.61538462,0.56268222,0.82861635,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00219_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00219_depth_20_light_rain_10AM.txt,20.0,4.80391598,104,40,0.03790087,0.02515723,0.00095348,2.6,0.65488338,0.26352201,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00220_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00220_depth_20_light_rain_10AM.txt,20.0,1.89321995,90,55,0.03279883,0.03459119,0.00113455,1.63636364,0.32725948,0.64245283,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00221_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00221_depth_20_light_rain_10AM.txt,20.0,8.20378399,93,90,0.03389213,0.05660377,0.00191842,1.03333333,0.50819971,0.38490566,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00222_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00222_depth_20_light_rain_10AM.txt,20.0,11.80076218,87,27,0.03170554,0.01698113,0.0005384,3.22222222,0.58545918,0.60157233,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00223_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00223_depth_20_light_rain_10AM.txt,20.0,4.1418519,84,31,0.03061224,0.01949686,0.00059684,2.70967742,0.47011662,0.38962264,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00224_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00224_depth_20_light_rain_10AM.txt,20.0,3.42582893,86,35,0.03134111,0.02201258,0.0006899,2.45714286,0.50801749,0.42044025,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00225_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00225_depth_20_light_rain_10AM.txt,20.0,13.38846397,96,29,0.03498542,0.01823899,0.0006381,3.31034483,0.47959184,0.6663522,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00226_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00226_depth_20_light_rain_10AM.txt,20.0,3.51066232,95,91,0.03462099,0.0572327,0.00198145,1.04395604,0.43021137,0.45440252,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00227_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00227_depth_20_light_rain_10AM.txt,20.0,3.19492722,101,78,0.03680758,0.0490566,0.00180565,1.29487179,0.32124636,0.72075472,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00228_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00228_depth_20_light_rain_10AM.txt,20.0,7.84544182,112,42,0.04081633,0.02641509,0.00107817,2.66666667,0.69169096,0.58490566,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00229_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00229_depth_20_light_rain_10AM.txt,20.0,5.77769661,84,93,0.03061224,0.05849057,0.00179053,0.90322581,0.43148688,0.30031447,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00230_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00230_depth_20_light_rain_10AM.txt,20.0,3.11261892,89,56,0.0324344,0.03522013,0.00114234,1.58928571,0.40980321,0.85597484,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00231_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00231_depth_20_light_rain_10AM.txt,20.0,1.35630798,97,73,0.03534985,0.04591195,0.00162298,1.32876712,0.59748542,0.61603774,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00232_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00232_depth_20_light_rain_10AM.txt,20.0,1.93821287,96,61,0.03498542,0.03836478,0.00134221,1.57377049,0.53425656,0.46823899,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00233_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00233_depth_20_light_rain_10AM.txt,20.0,9.40542889,118,33,0.04300292,0.02075472,0.00089251,3.57575758,0.32434402,0.85314465,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00234_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00234_depth_20_light_rain_10AM.txt,20.0,2.52032399,80,51,0.02915452,0.03207547,0.00093514,1.56862745,0.49781341,0.36823899,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00235_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00235_depth_20_light_rain_10AM.txt,20.0,6.02895975,104,91,0.03790087,0.0572327,0.00216917,1.14285714,0.66144315,0.54056604,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00236_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00236_depth_20_light_rain_10AM.txt,20.0,2.52236557,106,83,0.03862974,0.05220126,0.00201652,1.27710843,0.39723032,0.81163522,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00237_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00237_depth_20_light_rain_10AM.txt,20.0,5.81942463,97,87,0.03534985,0.05471698,0.00193424,1.11494253,0.41818513,0.47641509,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00238_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00238_depth_20_light_rain_10AM.txt,20.0,3.25359082,102,81,0.03717201,0.0509434,0.00189367,1.25925926,0.26056851,0.89528302,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00239_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00239_depth_20_light_rain_10AM.txt,20.0,4.23604393,85,92,0.03097668,0.05786164,0.00179236,0.92391304,0.51439504,0.47484277,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00240_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00240_depth_20_light_rain_10AM.txt,20.0,3.86391902,67,74,0.02441691,0.04654088,0.00113638,0.90540541,0.53990525,0.52515723,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00241_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00241_depth_20_light_rain_10AM.txt,20.0,3.18944407,70,58,0.0255102,0.03647799,0.00093056,1.20689655,0.51311953,0.47484277,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00242_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00242_depth_20_light_rain_10AM.txt,20.0,9.7436552,111,47,0.0404519,0.02955975,0.00119575,2.36170213,0.28808309,0.80157233,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00243_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00243_depth_20_light_rain_10AM.txt,20.0,3.22133136,85,39,0.03097668,0.0245283,0.00075981,2.17948718,0.41308309,0.79591195,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00244_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00244_depth_20_light_rain_10AM.txt,20.0,3.04931426,80,56,0.02915452,0.03522013,0.00102683,1.42857143,0.65962099,0.63647799,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00245_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00245_depth_20_light_rain_10AM.txt,20.0,10.63295746,108,44,0.0393586,0.02767296,0.00108917,2.45454545,0.35021866,0.75031447,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00246_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00246_depth_20_light_rain_10AM.txt,20.0,4.50069571,85,87,0.03097668,0.05471698,0.00169495,0.97701149,0.51147959,0.36257862,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00247_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00247_depth_20_light_rain_10AM.txt,20.0,10.76546478,105,41,0.03826531,0.02578616,0.00098672,2.56097561,0.38028426,0.23176101,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00248_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00248_depth_20_light_rain_10AM.txt,20.0,5.02251387,79,77,0.02879009,0.04842767,0.00139424,1.02597403,0.48596939,0.31666667,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00249_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00249_depth_20_light_rain_10AM.txt,20.0,5.60312462,84,69,0.03061224,0.04339623,0.00132846,1.2173913,0.43768222,0.44622642,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00250_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00250_depth_20_light_rain_10AM.txt,20.0,5.67319107,94,90,0.03425656,0.05660377,0.00193905,1.04444444,0.48250729,0.25283019,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00251_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00251_depth_20_light_rain_10AM.txt,20.0,7.57012081,91,85,0.03316327,0.05345912,0.00177288,1.07058824,0.52459913,0.25566038,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00252_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00252_depth_20_light_rain_10AM.txt,20.0,0.97997344,71,66,0.02587464,0.04150943,0.00107404,1.07575758,0.55266035,0.64025157,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00253_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00253_depth_20_light_rain_10AM.txt,20.0,9.44013977,71,35,0.02587464,0.02201258,0.00056957,2.02857143,0.39340379,0.54559748,light_rain,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00254_depth_20_light_rain_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\light_rain\10AM\HighresScreenshot00254_depth_20_light_rain_10AM.txt,20.0,5.28136301,89,69,0.0324344,0.04339623,0.00140753,1.28985507,0.68895773,0.42484277,light_rain,10AM
